Hora,Compresor 2 - RCS: Presión de Descarga,Compresor 2 - RCS: Presión de Succion,Compresor 2 - RCS: Temperatura de Aceite,Compresor 2 - RCS: Temperatura de Descarga,Compresor C-2: Demanda (kW),Unnamed: 6,Unnamed: 7
2025-01-27 11:40:00 GMT-3,10.2,1.296,41.16,61.4,101.4478,,
2025-01-27 11:45:00 GMT-3,10.2,1.304,41.02,61.4,101.6704,,
2025-01-27 11:50:00 GMT-3,10.2,1.288,41.0,61.4,101.5012,,
2025-01-27 11:55:00 GMT-3,10.14,1.266,40.96,61.32,101.2904,,
2025-01-27 12:00:00 GMT-3,9.8,1.274,39.7,60.54,99.0946,,
2025-01-27 12:05:00 GMT-3,9.8,1.272,39.08,60.5,99.3434,,
2025-01-27 12:10:00 GMT-3,9.9,1.264,38.9,60.58,99.5534,,
2025-01-27 12:15:00 GMT-3,9.9,1.254,38.92,60.62,99.6618,,
2025-01-27 12:20:00 GMT-3,9.9,1.246,39.0,60.7,99.727,,
2025-01-27 12:25:00 GMT-3,9.9,1.222,39.02,60.7,99.621,,
2025-01-27 12:30:00 GMT-3,9.9,1.204,39.1,60.7,99.4532,,
2025-01-27 12:35:00 GMT-3,9.9,1.182,39.04,60.7,99.3048,,
2025-01-27 12:40:00 GMT-3,9.86,1.164,38.96,60.68,99.081,,
2025-01-27 12:45:00 GMT-3,9.92,1.18,39.02,60.78,99.7048,,
2025-01-27 12:50:00 GMT-3,10.1,1.154,39.32,61.12,100.7462,,
2025-01-27 12:55:00 GMT-3,10.12,1.142,39.64,61.36,100.9984,,
2025-01-27 13:00:00 GMT-3,10.2,1.152,39.74,61.44,101.6392,,
2025-01-27 13:05:00 GMT-3,10.2,1.18,39.86,61.6,102.4166,,
2025-01-27 13:10:00 GMT-3,10.3,1.194,39.94,61.8,103.2614,,
2025-01-27 13:15:00 GMT-3,10.32,1.208,40.14,62.0,103.923,,
2025-01-27 13:20:00 GMT-3,9.92,1.246,39.84,61.54,102.5664,,
2025-01-27 13:25:00 GMT-3,9.7,1.34,38.94,60.94,102.4784,,
2025-01-27 13:30:00 GMT-3,9.8,1.4,38.78,61.14,104.0748,,
2025-01-27 13:35:00 GMT-3,9.8,1.404,38.84,61.3,104.6882,,
2025-01-27 13:40:00 GMT-3,9.8,1.406,39.0,61.4,104.8772,,
2025-01-27 13:45:00 GMT-3,9.8,1.406,39.04,61.4,104.8672,,
2025-01-27 13:50:00 GMT-3,9.8,1.412,39.0,61.32,104.8606,,
2025-01-27 13:55:00 GMT-3,9.9,1.318,39.1,61.34,104.3958,,
2025-01-27 14:00:00 GMT-3,10.28,1.242,39.78,61.98,105.5456,,
2025-01-27 14:05:00 GMT-3,10.4,1.212,40.42,62.52,106.3372,,
2025-01-27 14:10:00 GMT-3,10.4,1.184,40.82,62.64,106.1694,,
2025-01-27 14:15:00 GMT-3,10.4,1.166,41.06,62.72,105.9998,,
2025-01-27 14:20:00 GMT-3,10.4,1.156,41.12,62.72,105.928,,
2025-01-27 14:25:00 GMT-3,10.4,1.152,41.22,62.76,106.209,,
2025-01-27 14:30:00 GMT-3,10.5,1.144,41.38,62.9,106.498,,
2025-01-27 14:35:00 GMT-3,10.5,1.14,41.46,63.0,106.7706,,
2025-01-27 14:40:00 GMT-3,10.3,1.166,41.44,62.98,106.6376,,
2025-01-27 14:45:00 GMT-3,10.0,1.228,40.54,62.16,105.6206,,
2025-01-27 14:50:00 GMT-3,10.0,1.27,39.98,62.08,106.7608,,
2025-01-27 14:55:00 GMT-3,10.0,1.272,39.84,62.16,107.4228,,
2025-01-27 15:00:00 GMT-3,10.0,1.26,39.82,62.2,107.5064,,
2025-01-27 15:05:00 GMT-3,10.0,1.25,39.8,62.22,107.528,,
2025-01-27 15:10:00 GMT-3,10.0,1.244,39.8,62.2,107.6364,,
2025-01-27 15:15:00 GMT-3,10.0,1.242,39.8,62.2,107.6898,,
2025-01-27 15:20:00 GMT-3,9.98,1.228,39.7,62.14,107.5294,,
2025-01-27 15:25:00 GMT-3,10.24,1.162,40.1,62.62,108.3826,,
2025-01-27 15:30:00 GMT-3,10.38,1.118,40.78,63.16,108.8822,,
2025-01-27 15:35:00 GMT-3,10.4,1.102,41.2,63.38,109.0402,,
2025-01-27 15:40:00 GMT-3,10.4,1.09,41.32,63.4,109.0732,,
2025-01-27 15:45:00 GMT-3,10.4,1.084,41.48,63.52,109.4642,,
2025-01-27 15:50:00 GMT-3,10.44,1.098,41.58,63.68,110.1132,,
2025-01-27 15:55:00 GMT-3,10.5,1.104,41.8,63.82,110.8326,,
2025-01-27 16:00:00 GMT-3,10.5,1.106,41.9,63.94,111.1452,,
2025-01-27 16:05:00 GMT-3,10.5,1.14,42.02,64.1,112.0004,,
2025-01-27 16:10:00 GMT-3,10.54,1.17,42.22,64.3,113.1126,,
2025-01-27 16:15:00 GMT-3,10.6,1.172,42.36,64.36,113.4906,,
2025-01-27 16:20:00 GMT-3,10.56,1.162,42.38,64.4,113.547,,
2025-01-27 16:25:00 GMT-3,10.52,1.17,42.34,64.42,113.8668,,
2025-01-27 16:30:00 GMT-3,10.52,1.17,42.44,64.5,114.3988,,
2025-01-27 16:35:00 GMT-3,10.5,1.168,42.52,64.52,114.6634,,
2025-01-27 16:40:00 GMT-3,10.5,1.162,42.62,64.6,114.8634,,
2025-01-27 16:45:00 GMT-3,10.5,1.15,42.62,64.6,114.7578,,
2025-01-27 16:50:00 GMT-3,10.16,1.142,42.16,64.06,113.179,,
2025-01-27 16:55:00 GMT-3,9.9,1.176,40.94,62.96,111.742,,
2025-01-27 17:00:00 GMT-3,9.9,1.204,40.38,62.8,112.5462,,
2025-01-27 17:05:00 GMT-3,9.9,1.21,40.14,62.8,112.988,,
2025-01-27 17:10:00 GMT-3,9.86,1.194,40.06,62.82,113.1824,,
2025-01-27 17:15:00 GMT-3,9.88,1.19,40.1,62.9,113.6324,,
2025-01-27 17:20:00 GMT-3,9.8,1.19,40.02,62.9,113.6776,,
2025-01-27 17:25:00 GMT-3,9.8,1.182,40.0,62.96,113.9374,,
2025-01-27 17:30:00 GMT-3,9.86,1.172,40.02,63.0,114.13,,
2025-01-27 17:35:00 GMT-3,9.82,1.166,39.96,63.02,114.0918,,
2025-01-27 17:40:00 GMT-3,10.16,1.12,40.58,63.72,116.1612,,
2025-01-27 17:45:00 GMT-3,10.26,1.066,41.4,64.3,115.931,,
2025-01-27 17:50:00 GMT-3,10.3,1.04,41.82,64.48,115.6622,,
2025-01-27 17:55:00 GMT-3,10.3,1.052,41.96,64.64,116.1988,,
2025-01-27 18:00:00 GMT-3,10.3,1.086,42.18,64.78,117.77,,
2025-01-27 18:05:00 GMT-3,10.38,1.106,42.34,64.8,118.354,,
2025-01-27 18:10:00 GMT-3,10.4,1.116,42.46,64.9,118.9624,,
2025-01-27 18:15:00 GMT-3,10.4,1.096,42.6,65.0,119.0004,,
2025-01-27 18:20:00 GMT-3,10.4,1.098,42.68,65.0,119.1216,,
2025-01-27 18:25:00 GMT-3,10.4,1.11,42.76,65.1,119.6218,,
2025-01-27 18:30:00 GMT-3,10.4,1.12,42.84,65.18,120.2784,,
2025-01-27 18:35:00 GMT-3,10.4,1.13,42.94,65.3,120.69,,
2025-01-27 18:40:00 GMT-3,10.4,1.14,43.0,65.4,121.0286,,
2025-01-27 18:45:00 GMT-3,10.4,1.142,43.0,65.42,121.1008,,
2025-01-27 18:50:00 GMT-3,10.4,1.142,43.0,65.52,121.4886,,
2025-01-27 18:55:00 GMT-3,10.4,1.14,43.0,65.6,121.4926,,
2025-01-27 19:00:00 GMT-3,10.4,1.13,42.94,65.46,121.1332,,
2025-01-27 19:05:00 GMT-3,10.4,1.15,42.82,65.48,121.45,,
2025-01-27 19:10:00 GMT-3,10.4,1.158,42.8,65.5,121.5596,,
2025-01-27 19:15:00 GMT-3,10.4,1.168,42.76,65.56,121.9896,,
2025-01-27 19:20:00 GMT-3,10.4,1.162,42.78,65.56,121.9342,,
2025-01-27 19:25:00 GMT-3,10.4,1.164,42.68,65.5,121.6164,,
2025-01-27 19:30:00 GMT-3,10.4,1.158,42.64,65.4,121.2328,,
2025-01-27 19:35:00 GMT-3,10.4,1.156,42.6,65.36,121.1258,,
2025-01-27 19:40:00 GMT-3,10.22,1.15,42.38,65.36,120.383,,
2025-01-27 19:45:00 GMT-3,10.18,1.142,41.9,65.14,119.973,,
2025-01-27 19:50:00 GMT-3,10.3,1.126,42.0,64.92,119.7936,,
2025-01-27 19:55:00 GMT-3,10.3,1.12,42.0,64.94,119.7356,,
2025-01-27 20:00:00 GMT-3,10.28,1.114,42.02,64.92,119.6396,,
2025-01-27 20:05:00 GMT-3,10.22,1.106,42.0,64.96,119.5786,,
2025-01-27 20:10:00 GMT-3,10.2,1.094,41.9,64.88,119.4318,,
2025-01-27 20:15:00 GMT-3,10.2,1.088,41.84,64.8,119.1218,,
2025-01-27 20:20:00 GMT-3,10.2,1.084,41.78,64.76,118.8052,,
2025-01-27 20:25:00 GMT-3,10.2,1.096,41.64,64.72,118.8494,,
2025-01-27 20:30:00 GMT-3,10.2,1.104,41.58,64.72,119.1026,,
2025-01-27 20:35:00 GMT-3,10.18,1.098,41.52,64.68,118.9626,,
2025-01-27 20:40:00 GMT-3,10.1,1.09,41.5,64.58,118.4886,,
2025-01-27 20:45:00 GMT-3,10.1,1.086,41.32,64.58,118.5268,,
2025-01-27 20:50:00 GMT-3,10.1,1.07,41.2,64.46,118.2016,,
2025-01-27 20:55:00 GMT-3,10.0,1.054,41.1,64.24,117.3098,,
2025-01-27 21:00:00 GMT-3,10.0,1.052,40.94,64.2,117.1852,,
2025-01-27 21:05:00 GMT-3,10.0,1.062,40.82,64.2,117.4538,,
2025-01-27 21:10:00 GMT-3,10.0,1.062,40.84,64.14,117.3328,,
2025-01-27 21:15:00 GMT-3,10.0,1.084,40.82,64.14,117.3786,,
2025-01-27 21:20:00 GMT-3,10.0,1.102,40.8,64.2,117.8082,,
2025-01-27 21:25:00 GMT-3,10.0,1.106,40.8,64.28,118.2114,,
2025-01-27 21:30:00 GMT-3,9.96,1.092,40.78,64.2,118.0168,,
2025-01-27 21:35:00 GMT-3,9.6,1.134,39.5,63.88,115.6784,,
2025-01-27 21:40:00 GMT-3,9.56,1.196,38.98,63.96,116.7508,,
2025-01-27 21:45:00 GMT-3,9.5,1.198,38.6,63.94,116.8718,,
2025-01-27 21:50:00 GMT-3,9.5,1.19,38.38,63.84,116.33,,
2025-01-27 21:55:00 GMT-3,9.44,1.184,38.18,63.8,116.072,,
2025-01-27 22:00:00 GMT-3,9.4,1.178,38.04,63.8,115.8312,,
2025-01-27 22:05:00 GMT-3,9.4,1.18,37.94,63.8,115.6278,,
2025-01-27 22:10:00 GMT-3,9.38,1.176,37.8,63.82,115.5436,,
2025-01-27 22:15:00 GMT-3,9.52,1.122,37.9,63.62,115.3798,,
2025-01-27 22:20:00 GMT-3,9.7,1.066,38.4,63.66,115.3032,,
2025-01-27 22:25:00 GMT-3,9.7,1.044,38.58,63.5,114.9722,,
2025-01-27 22:30:00 GMT-3,9.7,1.052,38.62,63.5,115.0946,,
2025-01-27 22:35:00 GMT-3,9.78,1.072,38.76,63.8,115.6824,,
2025-01-27 22:40:00 GMT-3,9.8,1.092,38.88,64.0,116.2686,,
2025-01-27 22:45:00 GMT-3,9.8,1.096,39.0,64.1,116.7194,,
2025-01-27 22:50:00 GMT-3,9.8,1.1,39.0,64.1,116.8148,,
2025-01-27 22:55:00 GMT-3,9.8,1.104,38.92,64.14,116.7346,,
2025-01-27 23:00:00 GMT-3,9.82,1.122,38.92,64.2,117.541,,
2025-01-27 23:05:00 GMT-3,9.8,1.104,38.84,64.14,117.158,,
2025-01-27 23:10:00 GMT-3,9.8,1.1,38.72,64.1,116.8688,,
2025-01-27 23:15:00 GMT-3,9.8,1.094,38.72,64.02,116.6698,,
2025-01-27 23:20:00 GMT-3,9.8,1.09,38.7,64.0,116.5464,,
2025-01-27 23:25:00 GMT-3,9.8,1.09,38.62,63.96,116.4426,,
2025-01-27 23:30:00 GMT-3,9.76,1.094,38.58,63.08,114.6632,,
2025-01-27 23:35:00 GMT-3,9.62,1.156,38.2,60.32,98.494,,
2025-01-27 23:40:00 GMT-3,9.66,1.198,38.3,60.46,99.5234,,
2025-01-27 23:45:00 GMT-3,9.7,1.208,38.42,60.62,99.9988,,
2025-01-27 23:50:00 GMT-3,9.7,1.196,38.46,60.7,100.192,,
2025-01-27 23:55:00 GMT-3,9.7,1.18,38.6,60.72,100.09,,
2025-01-28 00:00:00 GMT-3,9.68,1.17,38.6,60.7,99.8632,,
2025-01-28 00:05:00 GMT-3,9.62,1.18,38.6,60.7,99.918,,
2025-01-28 00:10:00 GMT-3,9.7,1.194,38.6,60.78,100.3088,,
2025-01-28 00:15:00 GMT-3,9.7,1.218,38.72,60.98,101.053,,
2025-01-28 00:20:00 GMT-3,9.7,1.234,38.78,61.16,101.7142,,
2025-01-28 00:25:00 GMT-3,9.7,1.252,38.86,61.24,102.408,,
2025-01-28 00:30:00 GMT-3,9.72,1.252,38.9,61.4,102.7738,,
2025-01-28 00:35:00 GMT-3,9.7,1.248,38.98,61.44,102.98,,
2025-01-28 00:40:00 GMT-3,9.7,1.24,38.94,61.5,103.1368,,
2025-01-28 00:45:00 GMT-3,9.7,1.24,38.9,61.5,103.207,,
2025-01-28 00:50:00 GMT-3,9.64,1.22,38.86,61.44,103.121,,
2025-01-28 00:55:00 GMT-3,9.22,1.218,38.54,60.92,100.6024,,
2025-01-28 01:00:00 GMT-3,9.1,1.27,38.42,60.92,100.5604,,
2025-01-28 01:05:00 GMT-3,9.1,1.326,38.42,61.08,101.5388,,
2025-01-28 01:10:00 GMT-3,9.1,1.336,38.42,61.18,102.0038,,
2025-01-28 01:15:00 GMT-3,9.12,1.338,38.48,61.32,102.4144,,
2025-01-28 01:20:00 GMT-3,9.16,1.33,38.5,61.4,102.6218,,
2025-01-28 01:25:00 GMT-3,9.1,1.316,38.5,61.4,102.7484,,
2025-01-28 01:30:00 GMT-3,9.22,1.266,38.58,61.5,102.6364,,
2025-01-28 01:35:00 GMT-3,9.46,1.248,38.84,61.96,104.0558,,
2025-01-28 01:40:00 GMT-3,9.56,1.242,39.14,62.16,105.0242,,
2025-01-28 01:45:00 GMT-3,9.6,1.244,39.3,62.3,105.712,,
2025-01-28 01:50:00 GMT-3,9.6,1.242,39.34,62.4,106.243,,
2025-01-28 01:55:00 GMT-3,9.7,1.236,39.36,62.42,106.5678,,
2025-01-28 02:00:00 GMT-3,9.64,1.224,39.4,62.44,106.5628,,
2025-01-28 02:05:00 GMT-3,9.6,1.214,39.4,62.46,106.6318,,
2025-01-28 02:10:00 GMT-3,9.6,1.206,39.48,62.48,106.7424,,
2025-01-28 02:15:00 GMT-3,9.6,1.214,39.44,62.5,107.349,,
2025-01-28 02:20:00 GMT-3,9.6,1.196,39.46,62.5,107.3742,,
2025-01-28 02:25:00 GMT-3,9.6,1.182,39.46,62.5,107.2276,,
2025-01-28 02:30:00 GMT-3,9.6,1.18,39.4,62.5,107.3696,,
2025-01-28 02:35:00 GMT-3,9.3,1.212,39.2,62.16,106.427,,
2025-01-28 02:40:00 GMT-3,9.2,1.264,38.8,62.0,106.3172,,
2025-01-28 02:45:00 GMT-3,9.1,1.272,38.56,62.14,106.613,,
2025-01-28 02:50:00 GMT-3,9.1,1.278,38.4,62.34,106.8012,,
2025-01-28 02:55:00 GMT-3,9.1,1.278,38.42,62.4,107.1456,,
2025-01-28 03:00:00 GMT-3,9.1,1.268,38.38,62.4,107.1694,,
2025-01-28 03:05:00 GMT-3,9.1,1.268,38.42,62.48,107.3922,,
2025-01-28 03:10:00 GMT-3,9.1,1.262,38.4,62.52,107.7442,,
2025-01-28 03:15:00 GMT-3,9.1,1.26,38.4,62.56,107.9526,,
2025-01-28 03:20:00 GMT-3,9.16,1.262,38.42,62.68,108.2504,,
2025-01-28 03:25:00 GMT-3,9.44,1.206,38.78,62.74,109.9796,,
2025-01-28 03:30:00 GMT-3,9.5,1.156,39.08,62.8,109.8618,,
2025-01-28 03:35:00 GMT-3,9.5,1.132,39.2,62.8,109.8042,,
2025-01-28 03:40:00 GMT-3,9.5,1.116,39.2,62.8,109.7132,,
2025-01-28 03:45:00 GMT-3,9.5,1.114,39.2,62.82,109.8166,,
2025-01-28 03:50:00 GMT-3,9.5,1.118,39.12,62.9,110.2682,,
2025-01-28 03:55:00 GMT-3,9.5,1.126,39.2,63.0,110.7856,,
2025-01-28 04:00:00 GMT-3,9.5,1.124,39.22,63.04,110.9416,,
2025-01-28 04:05:00 GMT-3,9.5,1.134,39.28,63.16,111.5384,,
2025-01-28 04:10:00 GMT-3,9.5,1.132,39.3,63.2,111.8916,,
2025-01-28 04:15:00 GMT-3,9.5,1.132,39.28,63.28,112.3176,,
2025-01-28 04:20:00 GMT-3,9.5,1.114,39.24,63.28,112.231,,
2025-01-28 04:25:00 GMT-3,9.22,1.1,39.14,63.12,110.6374,,
2025-01-28 04:30:00 GMT-3,9.0,1.13,38.68,62.98,109.0108,,
2025-01-28 04:35:00 GMT-3,9.0,1.166,38.34,63.22,109.8472,,
2025-01-28 04:40:00 GMT-3,8.96,1.162,38.14,63.3,110.2776,,
2025-01-28 04:45:00 GMT-3,8.9,1.144,38.08,63.22,110.0788,,
2025-01-28 04:50:00 GMT-3,8.9,1.132,37.94,63.22,109.9498,,
2025-01-28 04:55:00 GMT-3,8.9,1.144,37.88,63.36,110.1934,,
2025-01-28 05:00:00 GMT-3,8.9,1.128,37.88,63.36,110.1702,,
2025-01-28 05:05:00 GMT-3,8.86,1.112,37.86,63.34,109.8084,,
2025-01-28 05:10:00 GMT-3,9.06,1.046,38.32,63.2,109.6612,,
2025-01-28 05:15:00 GMT-3,9.18,1.036,38.64,63.18,110.2306,,
2025-01-28 05:20:00 GMT-3,9.22,1.056,38.78,63.46,111.1264,,
2025-01-28 05:25:00 GMT-3,9.3,1.09,38.88,63.8,112.4028,,
2025-01-28 05:30:00 GMT-3,9.38,1.106,39.02,63.96,113.2428,,
2025-01-28 05:35:00 GMT-3,9.4,1.09,39.06,63.94,113.5528,,
2025-01-28 05:40:00 GMT-3,9.4,1.074,39.1,63.88,112.9358,,
2025-01-28 05:45:00 GMT-3,9.4,1.074,39.1,63.8,112.7646,,
2025-01-28 05:50:00 GMT-3,9.4,1.108,39.1,64.02,113.4662,,
2025-01-28 05:55:00 GMT-3,9.4,1.11,39.16,64.1,114.2002,,
2025-01-28 06:00:00 GMT-3,9.4,1.106,39.2,64.08,114.1368,,
2025-01-28 06:05:00 GMT-3,9.4,1.09,39.2,64.0,113.926,,
2025-01-28 06:10:00 GMT-3,9.4,1.072,39.14,63.9,113.3,,
2025-01-28 06:15:00 GMT-3,9.3,1.06,39.06,63.78,112.7094,,
2025-01-28 06:20:00 GMT-3,9.3,1.072,38.98,63.78,112.7228,,
2025-01-28 06:25:00 GMT-3,9.3,1.08,38.9,63.74,112.7458,,
2025-01-28 06:30:00 GMT-3,9.3,1.084,38.92,63.8,112.7918,,
2025-01-28 06:35:00 GMT-3,9.3,1.085,38.925,63.775,112.7352,,
2025-01-28 06:40:00 GMT-3,9.16,1.096,38.84,63.78,111.8246,,
2025-01-28 06:45:00 GMT-3,8.84,1.166,38.34,63.82,110.8082,,
2025-01-28 06:50:00 GMT-3,8.78,1.206,37.88,63.96,111.2568,,
2025-01-28 06:55:00 GMT-3,8.7,1.226,37.78,64.0,111.4128,,
2025-01-28 07:00:00 GMT-3,8.7,1.232,37.72,64.08,111.6638,,
2025-01-28 07:05:00 GMT-3,8.7,1.242,37.7,64.08,111.8094,,
2025-01-28 07:10:00 GMT-3,8.7,1.24,37.72,64.1,111.8848,,
2025-01-28 07:15:00 GMT-3,8.72,1.224,37.7,64.1,111.4386,,
2025-01-28 07:20:00 GMT-3,9.0,1.16,37.94,64.22,111.923,,
2025-01-28 07:25:00 GMT-3,9.06,1.1,38.62,64.04,111.3746,,
2025-01-28 07:30:00 GMT-3,8.8,1.068,38.42,63.42,108.5212,,
2025-01-28 07:35:00 GMT-3,8.8,1.052,38.24,63.28,108.379,,
2025-01-28 07:40:00 GMT-3,8.8,1.052,38.26,63.34,108.615,,
2025-01-28 07:45:00 GMT-3,8.8,1.058,38.4,63.4,108.6392,,
2025-01-28 07:50:00 GMT-3,8.9,1.06,38.42,63.48,108.968,,
2025-01-28 07:55:00 GMT-3,8.9,1.062,38.46,63.56,109.3468,,
2025-01-28 08:00:00 GMT-3,8.9,1.078,38.56,63.76,109.9724,,
2025-01-28 08:05:00 GMT-3,8.92,1.092,38.6,63.78,109.999,,
2025-01-28 08:10:00 GMT-3,8.9,1.068,38.6,63.58,109.5188,,
2025-01-28 08:15:00 GMT-3,9.04,1.08,38.68,63.76,110.722,,
2025-01-28 08:20:00 GMT-3,9.16,1.042,38.88,63.76,111.072,,
2025-01-28 08:25:00 GMT-3,9.2,1.032,39.04,63.78,111.1052,,
2025-01-28 08:30:00 GMT-3,9.22,1.056,39.1,63.86,111.8278,,
2025-01-28 08:35:00 GMT-3,9.3,1.072,39.18,63.98,112.6364,,
2025-01-28 08:40:00 GMT-3,9.38,1.086,39.22,64.1,113.1124,,
2025-01-28 08:45:00 GMT-3,9.42,1.092,39.36,64.12,113.5332,,
2025-01-28 08:50:00 GMT-3,9.5,1.1,39.42,64.2,114.0586,,
2025-01-28 08:55:00 GMT-3,9.5,1.102,39.56,64.3,114.4056,,
2025-01-28 09:00:00 GMT-3,9.58,1.108,39.66,64.28,111.5232,,
2025-01-28 09:05:00 GMT-3,9.44,1.12,39.18,60.04,94.191,,
2025-01-28 09:10:00 GMT-3,9.4,1.142,38.76,59.92,94.205,,
2025-01-28 09:15:00 GMT-3,9.44,1.154,38.66,60.02,94.6276,,
2025-01-28 09:20:00 GMT-3,9.5,1.148,38.76,60.14,94.8606,,
2025-01-28 09:25:00 GMT-3,9.5,1.148,38.86,60.26,95.0626,,
2025-01-28 09:30:00 GMT-3,9.5,1.148,38.96,60.34,95.3802,,
2025-01-28 09:35:00 GMT-3,9.52,1.15,39.06,60.4,95.4602,,
2025-01-28 09:40:00 GMT-3,9.6,1.158,39.18,60.46,95.7292,,
2025-01-28 09:45:00 GMT-3,9.6,1.16,39.24,60.48,96.0024,,
2025-01-28 09:50:00 GMT-3,9.6,1.152,39.36,60.6,96.3786,,
2025-01-28 09:55:00 GMT-3,9.6,1.152,39.48,60.66,96.4586,,
2025-01-28 10:00:00 GMT-3,9.6,1.146,39.52,60.7,96.6786,,
2025-01-28 10:05:00 GMT-3,9.68,1.148,39.6,60.8,97.0866,,
2025-01-28 10:10:00 GMT-3,9.7,1.15,39.7,60.94,97.6954,,
2025-01-28 10:15:00 GMT-3,9.7,1.148,39.78,61.0,97.9974,,
2025-01-28 10:20:00 GMT-3,9.7,1.14,39.88,61.04,98.1058,,
2025-01-28 10:25:00 GMT-3,9.7,1.136,39.9,61.1,98.227,,
2025-01-28 10:30:00 GMT-3,9.72,1.14,39.94,61.14,98.55,,
2025-01-28 10:35:00 GMT-3,9.8,1.14,40.06,61.22,98.9386,,
2025-01-28 10:40:00 GMT-3,9.82,1.14,40.14,61.36,99.4394,,
2025-01-28 10:45:00 GMT-3,9.9,1.14,40.32,61.44,99.9656,,
2025-01-28 10:50:00 GMT-3,9.9,1.14,40.4,61.5,100.2026,,
2025-01-28 10:55:00 GMT-3,9.9,1.148,40.4,61.54,100.6738,,
2025-01-28 11:00:00 GMT-3,9.9,1.15,40.42,61.6,100.8802,,
2025-01-28 11:05:00 GMT-3,9.9,1.15,40.5,61.5,100.776,,
2025-01-28 11:10:00 GMT-3,9.9,1.14,40.5,61.56,101.021,,
2025-01-28 11:15:00 GMT-3,9.86,1.128,40.5,61.6,100.8718,,
2025-01-28 11:20:00 GMT-3,9.46,1.134,40.2,61.1,98.432,,
2025-01-28 11:25:00 GMT-3,9.3,1.186,39.72,60.9,98.7188,,
2025-01-28 11:30:00 GMT-3,9.3,1.208,39.6,60.86,99.0726,,
2025-01-28 11:35:00 GMT-3,9.3,1.21,39.56,60.88,99.327,,
2025-01-28 11:40:00 GMT-3,9.34,1.208,39.64,60.98,99.7204,,
2025-01-28 11:45:00 GMT-3,9.4,1.202,39.7,61.12,100.1462,,
2025-01-28 11:50:00 GMT-3,9.4,1.2,39.86,61.26,100.5568,,
2025-01-28 11:55:00 GMT-3,9.5,1.2,40.06,61.38,101.0556,,
2025-01-28 12:00:00 GMT-3,9.56,1.162,40.12,61.38,101.2524,,
2025-01-28 12:05:00 GMT-3,9.78,1.104,40.48,61.72,101.8422,,
2025-01-28 12:10:00 GMT-3,9.84,1.07,40.76,61.84,101.9708,,
2025-01-28 12:15:00 GMT-3,9.9,1.048,40.88,61.96,102.1626,,
2025-01-28 12:20:00 GMT-3,9.48,1.032,40.7,61.58,99.8156,,
2025-01-28 12:25:00 GMT-3,9.3,1.044,40.16,61.06,98.9888,,
2025-01-28 12:30:00 GMT-3,9.04,1.098,39.84,60.86,98.282,,
2025-01-28 12:35:00 GMT-3,9.06,1.188,39.72,60.96,100.046,,
2025-01-28 12:40:00 GMT-3,9.2,1.264,39.82,61.42,102.248,,
2025-01-28 12:45:00 GMT-3,9.3,1.348,39.96,61.82,104.6614,,
2025-01-28 12:50:00 GMT-3,9.3,1.346,40.0,61.9,104.6706,,
2025-01-28 12:55:00 GMT-3,9.3,1.34,40.0,61.9,104.7764,,
2025-01-28 13:00:00 GMT-3,9.3,1.34,40.06,62.0,105.2426,,
2025-01-28 13:05:00 GMT-3,9.4,1.248,40.12,62.04,105.2358,,
2025-01-28 13:10:00 GMT-3,9.96,1.204,40.7,62.74,108.2854,,
2025-01-28 13:15:00 GMT-3,10.16,1.152,41.28,63.1,108.8934,,
2025-01-28 13:20:00 GMT-3,10.22,1.106,41.42,63.18,108.8162,,
2025-01-28 13:25:00 GMT-3,10.3,1.048,41.56,63.18,108.3878,,
2025-01-28 13:30:00 GMT-3,10.26,1.01,41.6,63.14,107.684,,
2025-01-28 13:35:00 GMT-3,10.3,1.042,41.6,63.26,108.7502,,
2025-01-28 13:40:00 GMT-3,10.34,1.118,41.74,63.58,110.951,,
2025-01-28 13:45:00 GMT-3,10.48,1.216,42.08,64.04,114.0024,,
2025-01-28 13:50:00 GMT-3,10.6,1.232,42.5,64.48,115.7384,,
2025-01-28 13:55:00 GMT-3,10.6,1.172,42.94,64.74,114.8936,,
2025-01-28 14:00:00 GMT-3,10.6,1.136,43.18,64.78,114.3724,,
2025-01-28 14:05:00 GMT-3,10.6,1.118,43.2,64.7,113.979,,
2025-01-28 14:10:00 GMT-3,10.54,1.112,43.12,64.7,114.0974,,
2025-01-28 14:15:00 GMT-3,10.52,1.128,43.12,64.72,114.7604,,
2025-01-28 14:20:00 GMT-3,10.6,1.152,43.24,64.86,115.7544,,
2025-01-28 14:25:00 GMT-3,10.6,1.162,43.42,65.0,116.5434,,
2025-01-28 14:30:00 GMT-3,10.7,1.16,43.64,65.16,117.1576,,
2025-01-28 14:35:00 GMT-3,10.7,1.158,43.8,65.26,117.4434,,
2025-01-28 14:40:00 GMT-3,10.52,1.188,43.32,63.14,103.7346,,
2025-01-28 14:45:00 GMT-3,10.3,1.258,41.9,60.98,97.8218,,
2025-01-28 14:50:00 GMT-3,10.3,1.264,41.38,60.88,97.968,,
2025-01-28 14:55:00 GMT-3,10.3,1.272,41.0,60.7,97.8644,,
2025-01-28 15:00:00 GMT-3,10.3,1.26,40.8,60.68,97.6998,,
2025-01-28 15:05:00 GMT-3,10.3,1.244,40.72,60.72,97.6834,,
2025-01-28 15:10:00 GMT-3,10.3,1.236,40.8,60.82,97.8628,,
