Hora,Compresor 2 - RCS: Presión de Descarga,Compresor 2 - RCS: Presión de Succion,Compresor 2 - RCS: Temperatura de Aceite,Compresor 2 - RCS: Temperatura de Descarga,Compresor C-2: Demanda (kW),Unnamed: 6,Unnamed: 7
2025-06-09 00:05:00 GMT-4,9.2,1.5,4.08,6.808,104.893,,
2025-06-09 00:10:00 GMT-4,9.16,1.49,4.08,6.804,104.9008,,
2025-06-09 00:15:00 GMT-4,9.16,1.486,4.076,6.8,105.0024,,
2025-06-09 00:20:00 GMT-4,9.2,1.484,4.078,6.806,105.252,,
2025-06-09 00:25:00 GMT-4,9.2,1.48,4.0840000000000005,6.816,105.6834,,
2025-06-09 00:30:00 GMT-4,9.2,1.47,4.08,6.82,106.0608,,
2025-06-09 00:35:00 GMT-4,9.2,1.47,4.086,6.824,106.249,,
2025-06-09 00:40:00 GMT-4,9.2,1.464,4.086,6.824,106.534,,
2025-06-09 00:45:00 GMT-4,9.2,1.46,4.078,6.828,106.7644,,
2025-06-09 00:50:00 GMT-4,9.2,1.458,4.078,6.837999999999999,107.119,,
2025-06-09 00:55:00 GMT-4,9.1,1.464,4.082,6.843999999999999,107.063,,
2025-06-09 01:00:00 GMT-4,8.92,1.496,4.054,6.83,106.9698,,
2025-06-09 01:05:00 GMT-4,8.9,1.494,4.038,6.8340000000000005,106.8284,,
2025-06-09 01:10:00 GMT-4,8.9,1.488,4.0200000000000005,6.837999999999999,106.8222,,
2025-06-09 01:15:00 GMT-4,8.9,1.49,4.026,6.845999999999999,107.1796,,
2025-06-09 01:20:00 GMT-4,8.9,1.49,4.029999999999999,6.85,107.7022,,
2025-06-09 01:25:00 GMT-4,8.9,1.492,4.026,6.859999999999999,108.0722,,
2025-06-09 01:30:00 GMT-4,8.9,1.492,4.024,6.868,108.4554,,
2025-06-09 01:35:00 GMT-4,8.96,1.49,4.036,6.874,108.8628,,
2025-06-09 01:40:00 GMT-4,8.9,1.488,4.04,6.878,108.7234,,
2025-06-09 01:45:00 GMT-4,9.1,1.49,4.04,6.886,110.0712,,
2025-06-09 01:50:00 GMT-4,9.2,1.456,4.058,6.904000000000001,110.2752,,
2025-06-09 01:55:00 GMT-4,9.2,1.444,4.076,6.906000000000001,110.2146,,
2025-06-09 02:00:00 GMT-4,9.2,1.432,4.08,6.912000000000001,110.4254,,
2025-06-09 02:05:00 GMT-4,9.2,1.43,4.074,6.909999999999999,110.3302,,
2025-06-09 02:10:00 GMT-4,9.2,1.428,4.078,6.92,110.3728,,
2025-06-09 02:15:00 GMT-4,9.18,1.43,4.07,6.918000000000001,110.3822,,
2025-06-09 02:20:00 GMT-4,9.12,1.43,4.072,6.92,110.4196,,
2025-06-09 02:25:00 GMT-4,9.2,1.43,4.08,6.928,110.6108,,
2025-06-09 02:30:00 GMT-4,9.2,1.428,4.076,6.93,110.6326,,
2025-06-09 02:35:00 GMT-4,9.1,1.422,4.076,6.93,110.3022,,
2025-06-09 02:40:00 GMT-4,9.06,1.42,4.056,6.922,109.737,,
2025-06-09 02:45:00 GMT-4,9.0,1.42,4.054,6.92,109.468,,
2025-06-09 02:50:00 GMT-4,9.0,1.412,4.056,6.918000000000001,109.3564,,
2025-06-09 02:55:00 GMT-4,9.0,1.416,4.0600000000000005,6.92,109.3668,,
2025-06-09 03:00:00 GMT-4,8.98,1.414,4.054,6.914,108.9626,,
2025-06-09 03:05:00 GMT-4,8.9,1.412,4.034000000000001,6.912000000000001,108.5852,,
2025-06-09 03:10:00 GMT-4,8.9,1.41,4.029999999999999,6.9079999999999995,108.3736,,
2025-06-09 03:15:00 GMT-4,8.9,1.41,4.038,6.904000000000001,108.2148,,
2025-06-09 03:20:00 GMT-4,8.94,1.41,4.044,6.909999999999999,108.531,,
2025-06-09 03:25:00 GMT-4,9.0,1.408,4.05,6.914,108.7956,,
2025-06-09 03:30:00 GMT-4,8.98,1.41,4.0520000000000005,6.918000000000001,108.8734,,
2025-06-09 03:35:00 GMT-4,8.9,1.4,4.05,6.909999999999999,108.3162,,
2025-06-09 03:40:00 GMT-4,8.9,1.392,4.042,6.904000000000001,108.0586,,
2025-06-09 03:45:00 GMT-4,8.96,1.398,4.038,6.9079999999999995,108.3674,,
2025-06-09 03:50:00 GMT-4,9.0,1.402,4.046,6.9159999999999995,108.8658,,
2025-06-09 03:55:00 GMT-4,9.0,1.402,4.061999999999999,6.918000000000001,108.9894,,
2025-06-09 04:00:00 GMT-4,9.0,1.386,4.07,6.914,108.7998,,
2025-06-09 04:05:00 GMT-4,9.0,1.374,4.07,6.909999999999999,108.4894,,
2025-06-09 04:10:00 GMT-4,9.04,1.388,4.066,6.9159999999999995,108.987,,
2025-06-09 04:15:00 GMT-4,9.1,1.398,4.07,6.92,109.2524,,
2025-06-09 04:20:00 GMT-4,9.1,1.402,4.082,6.926,109.7622,,
2025-06-09 04:25:00 GMT-4,9.1,1.402,4.09,6.928,109.7946,,
2025-06-09 04:30:00 GMT-4,8.92,1.394,4.066,6.914,108.545,,
2025-06-09 04:35:00 GMT-4,8.6,1.418,4.018,6.895999999999999,106.6088,,
2025-06-09 04:40:00 GMT-4,8.54,1.456,4.014,6.9,107.1544,,
2025-06-09 04:45:00 GMT-4,8.5,1.482,4.012,6.895999999999999,107.466,,
2025-06-09 04:50:00 GMT-4,8.5,1.49,4.01,6.898000000000001,107.3442,,
2025-06-09 04:55:00 GMT-4,8.5,1.492,3.9979999999999998,6.9,107.3332,,
2025-06-09 05:00:00 GMT-4,8.46,1.468,3.992,6.9,106.7618,,
2025-06-09 05:05:00 GMT-4,8.32,1.43,3.9979999999999998,6.901999999999999,105.2774,,
2025-06-09 05:10:00 GMT-4,8.3,1.42,3.9979999999999998,6.9,104.7108,,
2025-06-09 05:15:00 GMT-4,8.38,1.416,4.012,6.9,104.7972,,
2025-06-09 05:20:00 GMT-4,8.4,1.408,4.026,6.9079999999999995,105.268,,
2025-06-09 05:25:00 GMT-4,8.48,1.4,4.04,6.9079999999999995,105.3828,,
2025-06-09 05:30:00 GMT-4,8.5,1.396,4.048,6.9079999999999995,105.2708,,
2025-06-09 05:35:00 GMT-4,8.5,1.388,4.04,6.909999999999999,105.3876,,
2025-06-09 05:40:00 GMT-4,8.5,1.388,4.042,6.914,105.5272,,
2025-06-09 05:45:00 GMT-4,8.68,1.406,4.058,6.9239999999999995,107.0388,,
2025-06-09 05:50:00 GMT-4,8.5,1.406,4.056,6.912000000000001,105.7422,,
2025-06-09 05:55:00 GMT-4,8.4,1.434,4.038,6.906000000000001,106.0436,,
2025-06-09 06:00:00 GMT-4,8.4,1.456,4.022,6.904000000000001,106.4718,,
2025-06-09 06:05:00 GMT-4,8.4,1.472,4.004,6.901999999999999,106.4648,,
2025-06-09 06:10:00 GMT-4,8.4,1.488,4.008,6.9,106.6408,,
2025-06-09 06:15:00 GMT-4,8.4,1.49,4.01,6.9,106.859,,
2025-06-09 06:20:00 GMT-4,8.4,1.492,4.014,6.9,106.733,,
2025-06-09 06:25:00 GMT-4,8.4,1.498,4.014,6.9,106.835,,
2025-06-09 06:30:00 GMT-4,8.4,1.5,4.01,6.9,106.8552,,
2025-06-09 06:35:00 GMT-4,8.54,1.492,4.018,6.9079999999999995,107.366,,
2025-06-09 06:40:00 GMT-4,8.74,1.454,4.044,6.936,108.2098,,
2025-06-09 06:45:00 GMT-4,8.8,1.436,4.0600000000000005,6.94,108.2238,,
2025-06-09 06:50:00 GMT-4,8.82,1.422,4.074,6.934,108.1264,,
2025-06-09 06:55:00 GMT-4,8.9,1.42,4.078,6.934,108.3346,,
2025-06-09 07:00:00 GMT-4,8.9,1.414,4.068,6.93,108.3038,,
2025-06-09 07:05:00 GMT-4,8.9,1.41,4.058,6.93,108.0676,,
2025-06-09 07:10:00 GMT-4,8.9,1.388,4.058,6.928,107.8522,,
2025-06-09 07:15:00 GMT-4,8.9,1.382,4.0600000000000005,6.92,107.3076,,
2025-06-09 07:20:00 GMT-4,8.84,1.39,4.0520000000000005,6.92,107.4824,,
2025-06-09 07:25:00 GMT-4,8.8,1.38,4.054,6.9159999999999995,107.3062,,
2025-06-09 07:30:00 GMT-4,8.8,1.368,4.048,6.912000000000001,106.673,,
2025-06-09 07:35:00 GMT-4,8.88,1.378,4.048,6.922,107.3854,,
2025-06-09 07:40:00 GMT-4,8.9,1.366,4.0600000000000005,6.922,107.213,,
2025-06-09 07:45:00 GMT-4,8.9,1.372,4.068,6.918000000000001,107.1678,,
2025-06-09 07:50:00 GMT-4,8.88,1.378,4.066,6.92,107.475,,
2025-06-09 07:55:00 GMT-4,8.8,1.33,4.0600000000000005,6.898000000000001,105.7744,,
2025-06-09 08:00:00 GMT-4,9.06,1.26,4.056,6.890000000000001,105.6426,,
2025-06-09 08:05:00 GMT-4,9.3,1.156,4.076,6.909999999999999,105.651,,
2025-06-09 08:10:00 GMT-4,9.38,1.126,4.0840000000000005,6.901999999999999,105.6814,,
2025-06-09 08:15:00 GMT-4,9.48,1.164,4.082,6.890000000000001,106.8626,,
2025-06-09 08:20:00 GMT-4,9.58,1.148,4.082,6.892,107.3668,,
2025-06-09 08:25:00 GMT-4,9.6,1.182,4.08,6.882,108.2432,,
2025-06-09 08:30:00 GMT-4,9.6,1.218,4.072,6.87,109.2398,,
2025-06-09 08:35:00 GMT-4,9.6,1.186,4.07,6.872,108.5238,,
2025-06-09 08:40:00 GMT-4,9.6,1.206,4.064,6.87,108.8932,,
2025-06-09 08:45:00 GMT-4,9.7,1.226,4.0600000000000005,6.868,109.733,,
2025-06-09 08:50:00 GMT-4,9.64,1.184,4.056,6.87,109.0994,,
2025-06-09 08:55:00 GMT-4,9.6,1.174,4.0520000000000005,6.862,108.3424,,
2025-06-09 09:00:00 GMT-4,9.62,1.22,4.044,6.856,109.261,,
2025-06-09 09:05:00 GMT-4,9.7,1.232,4.046,6.856,109.7678,,
2025-06-09 09:10:00 GMT-4,9.62,1.186,4.0520000000000005,6.854000000000001,108.456,,
2025-06-09 09:15:00 GMT-4,9.6,1.206,4.04,6.848000000000001,108.394,,
2025-06-09 09:20:00 GMT-4,9.6,1.222,4.042,6.845999999999999,109.1946,,
2025-06-09 09:25:00 GMT-4,9.6,1.192,4.04,6.85,108.3752,,
2025-06-09 09:30:00 GMT-4,9.6,1.216,4.034000000000001,6.85,108.7472,,
2025-06-09 09:35:00 GMT-4,9.66,1.244,4.036,6.85,109.9286,,
2025-06-09 09:40:00 GMT-4,9.7,1.234,4.044,6.862,110.3322,,
2025-06-09 09:45:00 GMT-4,9.66,1.158,4.042,6.864,108.6014,,
2025-06-09 09:50:00 GMT-4,9.62,1.168,4.036,6.862,108.1472,,
2025-06-09 09:55:00 GMT-4,9.72,1.224,4.046,6.859999999999999,109.8232,,
2025-06-09 10:00:00 GMT-4,9.8,1.208,4.04,6.859999999999999,110.377,,
2025-06-09 10:05:00 GMT-4,9.8,1.21,4.034000000000001,6.848000000000001,109.9328,,
2025-06-09 10:10:00 GMT-4,9.8,1.244,4.036,6.8420000000000005,110.7118,,
2025-06-09 10:15:00 GMT-4,9.34,1.22,4.0,6.792,107.6282,,
2025-06-09 10:20:00 GMT-4,9.2,1.22,3.982,6.781999999999999,106.229,,
2025-06-09 10:25:00 GMT-4,9.2,1.286,3.982,6.786,107.5846,,
2025-06-09 10:30:00 GMT-4,9.2,1.31,3.9859999999999998,6.8,108.5318,,
2025-06-09 10:35:00 GMT-4,9.2,1.27,4.0,6.794,107.7296,,
2025-06-09 10:40:00 GMT-4,9.02,1.27,3.9979999999999998,6.787999999999999,106.6856,,
2025-06-09 10:45:00 GMT-4,8.88,1.228,3.97,6.795999999999999,104.4538,,
2025-06-09 10:50:00 GMT-4,9.12,1.192,4.0,6.8260000000000005,105.096,,
2025-06-09 10:55:00 GMT-4,9.3,1.174,4.046,6.840000000000001,105.9416,,
2025-06-09 11:00:00 GMT-4,9.42,1.2,4.066,6.845999999999999,107.4596,,
2025-06-09 11:05:00 GMT-4,9.46,1.168,4.076,6.8420000000000005,107.3238,,
2025-06-09 11:10:00 GMT-4,9.46,1.142,4.064,6.837999999999999,106.2722,,
2025-06-09 11:15:00 GMT-4,9.52,1.192,4.07,6.837999999999999,107.1714,,
2025-06-09 11:20:00 GMT-4,9.6,1.218,4.066,6.840000000000001,108.6216,,
2025-06-09 11:25:00 GMT-4,9.62,1.2,4.07,6.854000000000001,108.417,,
2025-06-09 11:30:00 GMT-4,9.98,1.276,4.078,6.858,112.4118,,
2025-06-09 11:35:00 GMT-4,10.16,1.282,4.058,6.858,114.004,,
2025-06-09 11:40:00 GMT-4,10.32,1.29,4.044,6.864,115.244,,
2025-06-09 11:45:00 GMT-4,10.4,1.29,4.046,6.88,115.8292,,
2025-06-09 11:50:00 GMT-4,10.5,1.268,4.058,6.9079999999999995,115.9834,,
2025-06-09 11:55:00 GMT-4,10.06,1.24,4.032,6.854000000000001,112.9096,,
2025-06-09 12:00:00 GMT-4,9.9,1.306,3.95,6.766,112.369,,
2025-06-09 12:05:00 GMT-4,9.9,1.346,3.928,6.7620000000000005,113.2578,,
2025-06-09 12:10:00 GMT-4,9.9,1.356,3.928,6.776000000000001,113.8638,,
2025-06-09 12:15:00 GMT-4,9.94,1.36,3.9299999999999997,6.7780000000000005,114.1008,,
2025-06-09 12:20:00 GMT-4,10.0,1.364,3.94,6.784000000000001,114.3694,,
2025-06-09 12:25:00 GMT-4,10.0,1.36,3.95,6.790000000000001,114.5856,,
2025-06-09 12:30:00 GMT-4,10.0,1.35,3.95,6.786,114.2204,,
2025-06-09 12:35:00 GMT-4,10.04,1.314,3.9560000000000004,6.798,113.7578,,
2025-06-09 12:40:00 GMT-4,10.36,1.26,4.008,6.882,114.7518,,
2025-06-09 12:45:00 GMT-4,10.46,1.242,4.0600000000000005,6.928,115.313,,
2025-06-09 12:50:00 GMT-4,10.5,1.246,4.093999999999999,6.942,115.7482,,
2025-06-09 12:55:00 GMT-4,10.5,1.236,4.11,6.942,115.591,,
2025-06-09 13:00:00 GMT-4,10.48,1.194,4.11,6.942,114.46,,
2025-06-09 13:05:00 GMT-4,10.5,1.2,4.114,6.942,114.2704,,
2025-06-09 13:10:00 GMT-4,10.5,1.244,4.112,6.942,115.4792,,
2025-06-09 13:15:00 GMT-4,10.5,1.248,4.114,6.952,115.9658,,
2025-06-09 13:20:00 GMT-4,10.58,1.238,4.122,6.959999999999999,115.6466,,
2025-06-09 13:25:00 GMT-4,10.6,1.24,4.134,6.968000000000001,116.075,,
2025-06-09 13:30:00 GMT-4,10.62,1.25,4.154,6.981999999999999,116.8544,,
2025-06-09 13:35:00 GMT-4,10.6,1.204,4.1659999999999995,6.9879999999999995,116.2522,,
2025-06-09 13:40:00 GMT-4,10.6,1.168,4.1659999999999995,6.965999999999999,114.6966,,
2025-06-09 13:45:00 GMT-4,10.6,1.212,4.16,6.973999999999999,115.378,,
2025-06-09 13:50:00 GMT-4,10.66,1.252,4.1659999999999995,6.981999999999999,116.6716,,
2025-06-09 13:55:00 GMT-4,10.7,1.256,4.174,6.99,117.2098,,
2025-06-09 14:00:00 GMT-4,10.7,1.218,4.184,6.998,116.309,,
2025-06-09 14:05:00 GMT-4,10.7,1.232,4.1899999999999995,6.99,116.4028,,
2025-06-09 14:10:00 GMT-4,10.7,1.248,4.192,7.0,117.125,,
2025-06-09 14:15:00 GMT-4,10.7,1.254,4.2,7.006,117.3612,,
2025-06-09 14:20:00 GMT-4,10.7,1.21,4.21,7.008,116.3134,,
2025-06-09 14:25:00 GMT-4,10.7,1.218,4.21,7.01,116.3566,,
2025-06-09 14:30:00 GMT-4,10.72,1.232,4.21,7.008,116.9268,,
2025-06-09 14:35:00 GMT-4,10.7,1.202,4.21,6.998,116.1294,,
2025-06-09 14:40:00 GMT-4,10.7,1.22,4.212,7.002,116.1754,,
2025-06-09 14:45:00 GMT-4,10.7,1.216,4.208,7.002,116.5408,,
2025-06-09 14:50:00 GMT-4,10.7,1.19,4.2,6.99,115.7326,,
2025-06-09 14:55:00 GMT-4,10.7,1.218,4.192,6.994,116.1144,,
2025-06-09 15:00:00 GMT-4,10.7,1.24,4.1899999999999995,6.99,116.6442,,
2025-06-09 15:05:00 GMT-4,10.7,1.248,4.1979999999999995,7.0,117.1086,,
2025-06-09 15:10:00 GMT-4,10.7,1.208,4.202,6.998,116.3454,,
2025-06-09 15:15:00 GMT-4,10.7,1.214,4.202,6.998,116.2062,,
2025-06-09 15:20:00 GMT-4,10.7,1.236,4.21,7.0040000000000004,116.9712,,
2025-06-09 15:25:00 GMT-4,10.76,1.238,4.220000000000001,7.016,117.374,,
2025-06-09 15:30:00 GMT-4,10.6,1.192,4.224,6.994,115.954,,
2025-06-09 15:35:00 GMT-4,10.08,1.162,4.13,6.874,111.1122,,
2025-06-09 15:40:00 GMT-4,10.0,1.222,4.038,6.816,111.361,,
2025-06-09 15:45:00 GMT-4,10.0,1.288,3.992,6.784000000000001,112.8112,,
2025-06-09 15:50:00 GMT-4,10.1,1.308,3.9859999999999998,6.795999999999999,113.9718,,
2025-06-09 15:55:00 GMT-4,9.78,1.278,3.9579999999999997,6.764,112.177,,
2025-06-09 16:00:00 GMT-4,9.46,1.318,3.882,6.7,110.2772,,
2025-06-09 16:05:00 GMT-4,9.4,1.378,3.872,6.720000000000001,110.8186,,
2025-06-09 16:10:00 GMT-4,9.42,1.412,3.88,6.731999999999999,111.4918,,
2025-06-09 16:15:00 GMT-4,9.5,1.42,3.8880000000000003,6.74,111.8776,,
2025-06-09 16:20:00 GMT-4,9.64,1.426,3.9,6.7540000000000004,112.9436,,
2025-06-09 16:25:00 GMT-4,9.86,1.38,3.9240000000000004,6.7700000000000005,113.9994,,
2025-06-09 16:30:00 GMT-4,10.22,1.272,3.972,6.828,114.1094,,
2025-06-09 16:35:00 GMT-4,10.44,1.216,4.054,6.918000000000001,114.7052,,
2025-06-09 16:40:00 GMT-4,10.56,1.218,4.11,6.948,115.1372,,
2025-06-09 16:45:00 GMT-4,10.64,1.238,4.148,6.968000000000001,116.127,,
2025-06-09 16:50:00 GMT-4,10.68,1.176,4.168,6.976000000000001,115.5732,,
2025-06-09 16:55:00 GMT-4,10.6,1.13,4.176,6.9719999999999995,114.3468,,
2025-06-09 17:00:00 GMT-4,10.6,1.14,4.178,6.9719999999999995,114.231,,
2025-06-09 17:05:00 GMT-4,10.7,1.14,4.178,6.970000000000001,114.4884,,
2025-06-09 17:10:00 GMT-4,10.64,1.11,4.178,6.965999999999999,113.6806,,
2025-06-09 17:15:00 GMT-4,10.6,1.104,4.172,6.965999999999999,113.5116,,
2025-06-09 17:20:00 GMT-4,7.02,1.378,4.0520000000000005,5.838,37.8562,,
2025-06-09 17:25:00 GMT-4,4.55,1.525,3.84,5.24,0.0,,
2025-06-09 17:30:00 GMT-4,3.05,1.59,3.595,4.785,0.0,,
2025-06-09 17:35:00 GMT-4,2.58,1.622,3.474,4.5840000000000005,0.0,,
2025-06-09 17:40:00 GMT-4,2.12,1.668,3.3340000000000005,4.332,0.0,,
2025-06-09 17:45:00 GMT-4,1.88,1.706,3.2119999999999997,4.148,0.0,,
2025-06-09 17:50:00 GMT-4,1.8,1.738,3.104,3.9579999999999997,0.0,,
2025-06-09 17:55:00 GMT-4,1.9,1.774,3.008,3.8020000000000005,0.0,,
2025-06-09 18:00:00 GMT-4,1.9,1.804,2.92,3.6799999999999997,0.0,,
2025-06-09 18:05:00 GMT-4,1.9,1.836,2.842,3.5740000000000003,0.0,,
2025-06-09 18:10:00 GMT-4,1.9,1.862,2.778,3.474,0.0,,
2025-06-09 18:15:00 GMT-4,2.0,1.89,2.716,3.3840000000000003,0.0,,
2025-06-09 18:20:00 GMT-4,2.0,1.918,2.6559999999999997,3.3,0.0,,
2025-06-09 18:25:00 GMT-4,2.0,1.942,2.596,3.2079999999999997,0.0,,
2025-06-09 18:30:00 GMT-4,2.0,1.962,2.54,3.1260000000000003,0.0,,
2025-06-09 18:35:00 GMT-4,2.08,1.982,2.4859999999999998,3.038,0.0,,
2025-06-09 18:40:00 GMT-4,2.1,2.006,2.436,2.878,0.0,,
2025-06-09 18:45:00 GMT-4,2.1,2.026,2.3899999999999997,2.6559999999999997,0.0,,
2025-06-09 18:50:00 GMT-4,2.1,2.048,2.34,2.518,0.0,,
2025-06-09 18:55:00 GMT-4,2.1,2.066,2.298,2.46,0.0,,
2025-06-09 19:00:00 GMT-4,2.2,2.088,2.252,2.4219999999999997,0.0,,
2025-06-09 19:05:00 GMT-4,2.2,2.106,2.2079999999999997,2.4,0.0,,
2025-06-09 19:10:00 GMT-4,2.2,2.126,2.168,2.4,0.0,,
2025-06-09 19:15:00 GMT-4,2.2,2.144,2.13,2.378,0.0,,
2025-06-09 19:20:00 GMT-4,2.2,2.162,2.098,2.342,0.0,,
2025-06-09 19:25:00 GMT-4,2.28,2.178,2.066,2.304,0.0,,
2025-06-09 19:30:00 GMT-4,2.3,2.196,2.036,2.274,0.0,,
2025-06-09 19:35:00 GMT-4,2.3,2.214,2.002,2.234,0.0,,
2025-06-09 19:40:00 GMT-4,2.3,2.232,1.97,2.216,0.0,,
2025-06-09 19:45:00 GMT-4,2.3,2.248,1.938,2.19,0.0,,
2025-06-09 19:50:00 GMT-4,2.3,2.264,1.904,2.168,0.0,,
2025-06-09 19:55:00 GMT-4,2.4,2.284,1.8760000000000001,2.1719999999999997,0.0,,
2025-06-09 20:00:00 GMT-4,2.4,2.3,1.85,2.192,0.0,,
2025-06-09 20:05:00 GMT-4,2.4,2.316,1.826,2.216,0.0,,
2025-06-09 20:10:00 GMT-4,2.4,2.334,1.798,2.234,0.0,,
2025-06-09 20:15:00 GMT-4,2.4,2.35,1.7719999999999998,2.2399999999999998,0.0,,
2025-06-09 20:20:00 GMT-4,2.44,2.366,1.748,2.242,0.0,,
2025-06-09 20:25:00 GMT-4,2.5,2.384,1.7239999999999998,2.2399999999999998,0.0,,
2025-06-09 20:30:00 GMT-4,2.5,2.4,1.704,2.2399999999999998,0.0,,
2025-06-09 20:35:00 GMT-4,2.5,2.416,1.684,2.2399999999999998,0.0,,
2025-06-09 20:40:00 GMT-4,2.5,2.432,1.6620000000000001,2.234,0.0,,
2025-06-09 20:45:00 GMT-4,2.5,2.448,1.64,2.222,0.0,,
2025-06-09 20:50:00 GMT-4,2.52,2.464,1.6239999999999999,2.2199999999999998,0.0,,
2025-06-09 20:55:00 GMT-4,2.6,2.48,1.6059999999999999,2.2199999999999998,0.0,,
2025-06-09 21:00:00 GMT-4,2.6,2.496,1.59,2.2199999999999998,0.0,,
2025-06-09 21:05:00 GMT-4,2.6,2.51,1.574,2.214,0.0,,
2025-06-09 21:10:00 GMT-4,2.6,2.526,1.556,2.2079999999999997,0.0,,
2025-06-09 21:15:00 GMT-4,2.6,2.542,1.544,2.2,0.0,,
2025-06-09 21:20:00 GMT-4,2.6,2.556,1.528,2.196,0.0,,
2025-06-09 21:25:00 GMT-4,2.68,2.574,1.516,2.19,0.0,,
2025-06-09 21:30:00 GMT-4,2.7,2.586,1.498,2.184,0.0,,
2025-06-09 21:35:00 GMT-4,2.7,2.602,1.486,2.18,0.0,,
2025-06-09 21:40:00 GMT-4,2.7,2.616,1.474,2.1719999999999997,0.0,,
2025-06-09 21:45:00 GMT-4,2.7,2.632,1.46,2.17,0.0,,
2025-06-09 21:50:00 GMT-4,2.7,2.646,1.448,2.166,0.0,,
2025-06-09 21:55:00 GMT-4,2.72,2.662,1.436,2.158,0.0,,
2025-06-09 22:00:00 GMT-4,2.8,2.676,1.426,2.15,0.0,,
2025-06-09 22:05:00 GMT-4,2.8,2.692,1.412,2.144,0.0,,
2025-06-09 22:10:00 GMT-4,2.8,2.71,1.4,2.1399999999999997,0.0,,
2025-06-09 22:15:00 GMT-4,2.8,2.722,1.3900000000000001,2.136,0.0,,
2025-06-09 22:20:00 GMT-4,2.8,2.734,1.3800000000000001,2.13,0.0,,
2025-06-09 22:25:00 GMT-4,2.8,2.75,1.3699999999999999,2.13,0.0,,
2025-06-09 22:30:00 GMT-4,2.84,2.764,1.3619999999999999,2.122,0.0,,
2025-06-09 22:35:00 GMT-4,2.9,2.778,1.3519999999999999,2.12,0.0,,
2025-06-09 22:40:00 GMT-4,2.9,2.794,1.3439999999999999,2.12,0.0,,
2025-06-09 22:45:00 GMT-4,2.9,2.806,1.3359999999999999,2.118,0.0,,
2025-06-09 22:50:00 GMT-4,2.9,2.822,1.324,2.118,0.0,,
2025-06-09 22:55:00 GMT-4,2.9,2.836,1.314,2.1100000000000003,0.0,,
2025-06-09 23:00:00 GMT-4,2.9,2.85,1.306,2.1100000000000003,0.0,,
2025-06-09 23:05:00 GMT-4,2.94,2.864,13.0,2.1100000000000003,0.0,,
2025-06-09 23:10:00 GMT-4,3.0,2.876,12.9,2.106,0.0,,
2025-06-09 23:15:00 GMT-4,4.88,2.482,1.612,3.964,45.5774,,
2025-06-09 23:20:00 GMT-4,8.66,1.828,2.968,6.9799999999999995,116.0626,,
2025-06-09 23:25:00 GMT-4,9.12,1.636,3.8020000000000005,7.058,114.09425,,
2025-06-09 23:30:00 GMT-4,9.28,1.578,3.996,7.029999999999999,114.2806,,
2025-06-09 23:35:00 GMT-4,9.4,1.566,4.048,7.006,114.6415,,
2025-06-09 23:40:00 GMT-4,9.4,1.548,4.07,6.9879999999999995,114.8335,,
2025-06-09 23:45:00 GMT-4,9.4,1.53,4.07,6.973999999999999,114.3536,,
2025-06-09 23:50:00 GMT-4,9.4,1.514,4.076,6.970000000000001,114.00475,,
2025-06-09 23:55:00 GMT-4,9.4,1.506,4.076,6.964,113.9045,,
2025-06-10 00:00:00 GMT-4,9.4,1.492,4.082,6.962000000000001,113.6168,,
2025-06-10 00:05:00 GMT-4,9.4,1.492,4.088,6.952,113.5115,,
2025-06-10 00:10:00 GMT-4,9.36,1.472,4.08,6.95,112.9455,,
2025-06-10 00:15:00 GMT-4,9.3,1.442,4.074,6.942,112.0466,,
2025-06-10 00:20:00 GMT-4,9.3,1.444,4.064,6.938,111.847,,
2025-06-10 00:25:00 GMT-4,9.3,1.446,4.068,6.9319999999999995,111.6304,,
2025-06-10 00:30:00 GMT-4,9.28,1.452,4.0600000000000005,6.93,111.6336,,
2025-06-10 00:35:00 GMT-4,9.2,1.452,4.054,6.928,111.1784,,
2025-06-10 00:40:00 GMT-4,8.82,1.482,4.01,6.909999999999999,109.3414,,
2025-06-10 00:45:00 GMT-4,8.72,1.504,4.0,6.918000000000001,109.3188,,
2025-06-10 00:50:00 GMT-4,8.7,1.512,3.9979999999999998,6.914,109.2745,,
2025-06-10 00:55:00 GMT-4,8.7,1.51,4.0,6.914,109.15575,,
2025-06-10 01:00:00 GMT-4,8.7,1.516,3.992,6.9159999999999995,109.2276,,
2025-06-10 01:05:00 GMT-4,8.7,1.508,3.992,6.92,109.208,,
2025-06-10 01:10:00 GMT-4,8.7,1.504,3.9939999999999998,6.9159999999999995,109.1942,,
2025-06-10 01:15:00 GMT-4,8.68,1.494,3.9979999999999998,6.92,108.8736,,
2025-06-10 01:20:00 GMT-4,8.82,1.438,4.008,6.928,108.6348,,
2025-06-10 01:25:00 GMT-4,8.96,1.412,4.0280000000000005,6.93,108.787,,
2025-06-10 01:30:00 GMT-4,9.0,1.41,4.046,6.93,109.1105,,
2025-06-10 01:35:00 GMT-4,9.0,1.408,4.056,6.926,109.2158,,
2025-06-10 01:40:00 GMT-4,9.0,1.41,4.048,6.9239999999999995,109.1386,,
2025-06-10 01:45:00 GMT-4,9.0,1.418,4.0520000000000005,6.926,109.252,,
2025-06-10 01:50:00 GMT-4,9.0,1.422,4.044,6.926,109.337,,
2025-06-10 01:55:00 GMT-4,9.0,1.432,4.044,6.9319999999999995,109.6876,,
